incidentid,age,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
19970520OHDUD,16,Male,,Student,Unknown,No,None,,,,
19970624ALJEM,16,Male,Black,Student,Surrendered,No,None,Capital murder,Manslaughter,Yes,
19971001MSPEP,16,Male,White,Student,Fled/Apprehended,No,None,,,Yes,
19971005OKMOO,,Male,White,Unknown,Fled/Escaped,No,None,,,,
19971010INWAG,20,Male,,Former Student,Fled/Apprehended,No,None,,,,
19971014TXLAG,19,Male,,Student,Suicide,Yes,Suicide,,,,
19971015FLLIP,13,Male,,Student,Fled/Apprehended,No,None,,,,
19971020CAMCO,,,,Unknown,Fled/Escaped,No,None,,,,
19971022CAJON,21,Male,Asian,Former Student,Suicide,Yes,Suicide,,,,
19971107FLRIJ,18,Male,,Student,Fled/Apprehended,No,None,,,,
19971113CACRS,39,Male,,Relative,Surrendered,No,None,,,,
19971201KYHEW,14,Male,White,Student,Surrendered,No,None,,,,
19971215ARSTS,14,Male,White,Student,Fled/Apprehended,No,None,,,,
19980212NJHOH,61,Male,,Intimate Relationship,Fled/Escaped,Yes,Suicide,,,,
19980225MIRER,14,Male,,Student,Suicide,Yes,Suicide,,,,
19980227VAMAF,18,Male,Asian,Unknown,Fled/Apprehended,No,None,Murder,"Life for shooter; driver of the car Chuop was riding in, Peter Hanvichid, 17, of Spotsylvania County, Va., was sentenced last month to 20 years in prison on a charge of felonious assault by mob. Passenger Saeed Sheikh, 19, of the Fort Hunt section of Fair",No,
19980324ARWEJ,11,Male,White,Student,Fled/Apprehended,No,None,Murder and Assault,Confinement until they reach the age of 21,No,
19980324ARWEJ,13,Male,White,Student,Fled/Apprehended,No,None,Murder and Assault,Confinement until they reach the age of 21,No,
19980325CAFED,13,Male,,Student,Fled/Apprehended,No,None,,,,
19980325MICOC,18,Male,,Student,Suicide,Yes,Suicide,,,,
19980330NCGRC,13,Female,,Student,Suicide,Yes,Suicide,,,,
19980331WIOAO,14,Male,,Student,Fled/Apprehended,No,None,,,,
19980423CACUL,,,,Unknown,Fled/Escaped,No,None,,,,
19980424PAPAE,14,Male,White,Student,Fled/Apprehended,No,None,First Degree Murder,"Pleaded guilty, 30-60 years in prison",Yes,
19980428CAPHP,14,Male,,No Relation,Fled/Apprehended,No,None,,,,
19980428WIPAP,15,Male,,No Relation,Fled/Apprehended,No,None,"First Degree Attempted Homicide, armed robbery, carrying a dangerous weapon, carrying a firearm on school property",,Yes,
19980501FLNOM,Teen,Male,,Unknown,Fled/Apprehended,No,None,,,,
19980501NYPUB,37,Male,,Police Officer/SRO,Fled/Apprehended,No,None,,,,
19980519TNLIF,18,Male,,Student,Unknown,No,None,First-degree murder,First-degree murder,,
19980521CARIR,15,Male,Hispanic,Student,Suicide,Yes,Suicide,,,,
19980521ORTHS,15,Male,White,Student,Apprehended/Killed by LE,No,None,,,,Charged with bringing gun to school that day
19980521WAONO,14,Male,,Student,Suicide,Yes,Suicide,,,,
19980527CAWAP,,Male,,Unknown,Fled/Escaped,No,None,,,,
19980529FLSTF,29,Male,White,Intimate Relationship,Suicide,Yes,Suicide,N/A,N/A,N/A,
19980615VAARR,15,Male,,Student,Fled/Apprehended,No,None,,,Yes,
19980911CAHEG,17,Male,,Unknown,Fled/Apprehended,No,None,,,,
19980930FLLEL,17,Male,,Student,Apprehended/Killed by LE,No,Wounded,,,,
19980930FLNOM,18,Male,,Student,Fled/Apprehended,No,None,3 counts of attempted first degree murder,,,
19980930FLNOM,17,Male,,Student,Fled/Apprehended,No,None,3 counts of attempted first degree murder,,,
19981103PAMAP,19,Male,,No Relation,Fled/Apprehended,No,None,,,,
19981103PAMAP,17,Male,,No Relation,Fled/Apprehended,No,None,,,,
19981130NYHAH,14,Female,,Student,Suicide,Yes,Suicide,,,,
19981203INERG,36,Female,,Parent,Fled/Apprehended,No,None,,,,
19981211INBEI,Teen,Male,,Student,Unknown,No,None,,,,
19990108GACEC,15,Female,,Student,Suicide,Yes,Suicide,,,,
19990108GACEC,17,Male,,Student,Suicide,Yes,Suicide,,,,
19990114NYHAN,16,Male,,Unknown,Fled/Apprehended,No,None,,,,
19990121TXRIN,16,Male,,Student,Suicide,Yes,Suicide,,,,
19990211ILOME,,Male,,Unknown,Fled/Escaped,No,None,,,,
19990211MSJEP,44,Male,,Unknown,Surrendered,No,None,,,,
19990304ILNIS,26,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,Yes,Suicide,N/A,N/A,N/A,
19990416IDNON,16,Male,White,Student,Surrendered,No,None,,,,
19990420COCOL,17,Male,White,Student,Suicide,Yes,Suicide,N/A,,,No
19990420COCOL,18,Male,White,Student,Suicide,Yes,Suicide,N/A,,,No
19990422GAMAA,17,Male,,Student,Fled/Apprehended,No,None,,,,
19990422LASCB,14,Male,,Former Student,Fled/Apprehended,No,None,,,,
19990520GAHEC,15,Male,White,Student,Fled/Apprehended,No,None,,,,
19990825GAJAM,16,Female,,Student,Suicide,Yes,Suicide,,,,
19990909CASAS,16,Male,,Student,Suicide,Yes,Suicide,,,,
19990927FLEGT,,,,Unknown,Unknown,No,None,,,,
19991004SDJOP,17,Male,,Student,Fled/Apprehended,No,None,,,,
19991011NVCLL,18,Male,Hispanic,Unknown,Fled/Apprehended,No,None,,,,
19991021CASAP,Teen,Male,,Unknown,Fled/Escaped,No,None,,,,
19991026PAMAP,19,Male,,Former Student,Fled/Apprehended,No,None,,,,
19991026WVGUB,66,Male,,Other Staff,Suicide,Yes,Suicide,,,,
19991117TXDID,16,Male,,Student,Fled/Apprehended,No,None,,,,
19991119NMDED,13,Male,Hispanic,Student,Surrendered,No,None,,,,
19991206OKFOF,13,Male,White,Student,Subdued by Students/Staff/Other,No,None,,,,
20000110AKBAA,16,Male,,Student,Fled/Escaped,No,None,"charged with misconduct involving a weapon, assault and criminal mischief",,,
20000113NMALA,Teen,Male,,Rival School Student,Fled/Apprehended,No,None,,,,
20000119FLRIN,16,Male,White,Student,Unknown,No,None,,,,
20000120NCERA,17,Male,,Former Student,Fled/Apprehended,No,None,,,,
20000126CAALM,13,Male,,Student,Fled/Apprehended,No,None,,,,
20000126NESOO,Teen,Male,,Student,Fled/Escaped,No,None,,,,
20000210PAPEY,13,Male,,Student,Fled/Apprehended,No,None,,,,
20000214ILDUC,12,Male,,Student,Fled/Escaped,No,None,,,,
20000229MIBUF,6,Male,Black,Student,Unknown,No,None,never charged with the murder due to his age,,No,
20000310GABES,19,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,"2 counts murder, 1 aggravated assault",,,
20000323OHMCL,13,Male,,Student,Surrendered,No,None,,,,
20000406OKHUH,35,Female,,Parent,Apprehended/Killed by LE,No,None,,,,
20000410AZLAT,35,Female,,Teacher,Surrendered,No,Wounded,,,,
20000502COTHD,16,Male,,Student,Attempted Suicide,No,Wounded,,,,
20000510AZCAS,39,Male,,Intimate Relationship,Suicide,Yes,Suicide,,,,
20000526FLLAL,13,Male,Black,Student,Subdued by Students/Staff/Other,No,None,Murder,"1st Degree Murder, 38 years",Yes,
20000717WADIR,13,Male,,Student,Fled/Apprehended,No,None,,,,
20000726OHTIC,18,Male,,Student,Fled/Apprehended,No,None,,,,
20000905OHBIB,66,Male,,Intimate Relationship,Fled/Escaped,Yes,Suicide,,,,
20000907ILLOR,19,Male,White,No Relation,Fled/Apprehended,No,None,First-degree murder,First-degree murder,No,
20000918OHMOM,14,Male,,Student,Surrendered,No,None,,,,
20000926LACAN,13,Male,Black,Student,Apprehended/Killed by LE,No,None,,,,
20000926LACAN,15,Male,Black,Student,Apprehended/Killed by LE,No,None,,,,
20001005MNMIM,,Male,,Nonstudent,Fled/Escaped,No,None,,,,
20001024AZPIG,14,Male,,Former Student,Surrendered,No,None,,,,
20001101TXNEC,15,Male,,Student,Apprehended/Killed by LE,No,None,,,,
20001201CAGRL,17,Male,,Student,Suicide,Yes,Suicide,,,,
20001201CAJUS,15,Male,,Student,Surrendered,No,Wounded,,,,
20001207CARIR,Teen,,,Unknown,Fled/Escaped,No,None,,,,
20001221FLNOM,Teen,Male,,No Relation,Fled/Escaped,No,None,,,,
20010103CABAS,15,Male,,Student,Fled/Apprehended,No,Wounded,,,,
20010110CAHUO,17,Male,Hispanic,Nonstudent,Apprehended/Killed by LE,Yes,Fatal,,,,
20010117MDLAB,19,Male,,Unknown,Fled/Apprehended,No,None,,,,
20010202MIOSD,Teen,Male,,Student,Fled/Escaped,No,None,,,,
20010302CAHOS,18,Male,,Student,Suicide,Yes,Suicide,,,,
20010305CASAS,15,Male,White,Student,Apprehended/Killed by LE,No,None,,,,
20010306MDLAL,14,Male,,Student,Fled/Apprehended,No,None,,,,Multiple robbery charges
20010307PABIW,14,Female,White,Student,Surrendered,No,None,,Sentenced to psychiatric facility for an open ended time,No,
20010307WAKEC,16,Male,,Student,Surrendered,No,None,,,,
20010322CAGRE,18,Male,White,Student,Fled/Apprehended,Yes,Suicide,,,,
20010330INLEG,17,Male,Black,Former Student,Fled/Apprehended,No,None,,,,
20010402TXKLH,13,Female,,Student,Suicide,Yes,Suicide,,,,
20010410WAWAM,16,Male,,Student,Surrendered,No,None,,,,
20010420LAMOM,14,Male,,Student,Apprehended/Killed by LE,No,None,,,,
20010425OHJOC,,,,Unknown,Fled/Escaped,No,None,,,,
20010515TXENE,16,Male,,Student,Suicide,Yes,Suicide,,,,
20010607TXOUA,Adult,,,Police Officer/SRO,Law Enforcement,No,None,,,,
20010730CABEL,,Male,,No Relation,Fled/Escaped,No,None,,,,
20010912KYLAC,30,Female,White,Parent,Surrendered,No,None,,,,
20010921MDLAB,16,Male,,Student,Fled/Apprehended,No,None,,,,
20011012UTTAT,17,Male,,Student,Suicide,Yes,Suicide,,,,
20011026CARER,17,Male,,Student,Surrendered,No,None,,,,
20011026MIBES,Teen,Male,,Student,Unknown,No,None,,,,
20011112MICAC,17,Male,,Former Student,Suicide,Yes,Suicide,,,,
20011130TXFRF,54,Female,,Teacher,Surrendered,No,None,,,,
20020111MSRAJ,18,Male,Black,Student,Surrendered,No,None,enderson is charged with two counts of kidnapping and one count of having a weapon on school property,,,
20020115NYMAN,18,Male,Hispanic,Student,Fled/Apprehended,No,None,,,,
20020124PAOLO,63,Male,,Other Staff,Surrendered,No,None,,,,
20020201TXBRB,39,Male,,Other Staff,Unknown,No,None,,,,
20020206CAGAL,17,Male,,Student,Fled/Apprehended,No,None,,,,
20020207ILROC,15,Male,,Student,Fled/Apprehended,No,None,,,,
20020322CAJOC,13,Male,,Student,Surrendered,No,None,33 counts of felony false imprisonment,,,
20020406MDLEB,Adult,Male,N/A,Police Officer/SRO,Law Enforcement,No,None,Officer charged with 2nd degree murder,,N/A,
20020426LAABN,38,Male,,Security Guard,Surrendered,No,None,,,,
20021004MTCMG,18,Male,White,Relative,Fled/Apprehended,No,None,,,,
20021004TXPAS,13,Female,,Student,Suicide,Yes,Suicide,,,,
20021007MDBEB,17,Male,Black,No Relation,Fled/Apprehended,No,None,,,,
20021029NJLIJ,15,Male,,Student,Fled/Apprehended,No,None,,,,
20021107MOSTL,43,Male,,Parent,Fled/Apprehended,No,None,,,,
20021115CAAML,,,,Unknown,Fled/Escaped,No,None,,,,
20021115TXSCS,18,Male,,Former Student,Subdued by Students/Staff/Other,No,None,,,,Stole teachers car (expelled for it)
20021202MIOSD,15,Male,,Student,Unknown,No,Wounded,,,,
20021212WAWIC,13,Male,,Student,Suicide,Yes,Suicide,,,,
20021216ILENC,17,Male,,Student,Fled/Apprehended,No,None,,,,
20030121KYWEO,12,Male,,Student,Surrendered,No,None,,,,
20030130OKJEJ,17,Male,,Student,Surrendered,No,None,,,,
20030205CORAW,14,Male,,Student,Fled/Apprehended,No,None,,,,
20030318IACLG,17,Male,,Student,Attempted Suicide,No,Wounded,,,,
20030321MSNOM,15,Male,,Student,Suicide,Yes,Suicide,,,,
20030330CAROW,20,Male,,No Relation,Fled/Apprehended,No,None,,,,
20030401DCCAW,15,Male,,Student,Fled/Apprehended,No,None,,,,
20030414LAFAS,18,Male,,Student,Fled/Apprehended,No,None,,,,
20030414LAJON,17,Male,Black,Rival School Student,Fled/Apprehended,No,None,,,,
20030414LAJON,17,Male,Black,Rival School Student,Fled/Apprehended,No,None,,,,
20030414LAJON,18,Male,Black,Rival School Student,Fled/Apprehended,No,None,,,,
20030416TXGRA,12,Female,,Student,Suicide,Yes,Suicide,,,,
20030424PARER,14,Male,White,Student,Suicide,Yes,Suicide,,,,
20030513PAFOJ,18,Male,,Student,Suicide,Yes,Suicide,,,,
20030604PAROW,12,Male,,Student,Suicide,Yes,Suicide,,,,
20030910MSVIV,20,Male,,No Relation,Fled/Apprehended,No,None,,,,
20030917MACHB,14,Male,,Student,Fled/Apprehended,No,None,,,,
20030917MDOKE,13,Male,,Student,Surrendered,No,None,,,,
20030922WALES,16,Male,White,Student,Apprehended/Killed by LE,No,None,,,,
20030924MNROC,16,Male,White,Student,Surrendered,No,None,,,,
20030925NCBUL,13,Male,,Student,Apprehended/Killed by LE,No,None,,,,
20031001CARIS,18,Male,,Police Officer/SRO,Apprehended/Killed by LE,No,Wounded,,,,
20031007OHKEA,17,Male,,Student,Fled/Apprehended,No,None,,,,
20031029LAMAM,14,Male,,Student,Apprehended/Killed by LE,No,None,,,,
20031030DCANW,,Male,,Unknown,Fled/Escaped,No,None,,,,
20031108TXHIS,21,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
20031113NCEAC,15,Male,,Student,Unknown,No,None,,,,
20031202ILFEC,Adult,Male,,Police Officer/SRO,Apprehended/Killed by LE,Yes,Fatal,N/A,N/A,No,
20031204OKDOO,18,Male,,Student,Fled/Apprehended,No,None,,,,
20031205ILCAC,17,Male,,Student,Fled/Apprehended,No,None,,,,
20031217MDOLM,,,,Unknown,Fled/Escaped,No,None,,,,
20031222NJCOW,23,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
20031229FLABE,16,Male,,Unknown,Fled/Apprehended,No,Wounded,,,,
20040115CAPOP,17,Male,,Student,Unknown,No,None,,,,
20040121NVFAH,40,Male,Black,Intimate Relationship,Apprehended/Killed by LE,Yes,Fatal,,,,
20040202DCBAW,18,Male,Black,Student,Fled/Apprehended,No,None,,,,
20040203TXYOH,12,Male,,Student,Surrendered,No,Wounded,,,,
20040206LAFAS,Adult,,,Police Officer/SRO,Law Enforcement,No,None,,,,
20040209NYCOE,16,Male,White,Student,Subdued by Students/Staff/Other,No,None,,,,
20040211PATMP,22,Male,Black,No Relation,Fled/Apprehended,No,None,,Life in prison,,
20040211PATMP,21,Male,Black,No Relation,Fled/Apprehended,No,None,,Life in prison,,
20040213OHCOD,17,Male,,Student,Fled/Apprehended,No,None,,,,
20040220LAGAS,41,Male,,Intimate Relationship,Fled/Escaped,Yes,Suicide,,,,
20040305CASAL,,Male,,Unknown,Fled/Escaped,No,None,,,,
20040317WACRJ,13,Male,,Student,Suicide,Yes,Suicide,,,,
20040504TXKAH,Teen,Male,,Unknown,Fled/Escaped,No,None,,,,
20040507MDRAR,17,Male,Black,Unknown,Fled/Apprehended,No,None,,,,
20040507MDRAR,21,Male,Black,Student,Fled/Apprehended,No,None,Felony Assault X4,100 years,Yes,
20040512CAEAM,20,Male,,Gang Member,Fled/Apprehended,No,None,,,N/A,
20040524UTWES,52,Male,,Intimate Relationship,Suicide,Yes,Suicide,,,,
20040609CACAO,,Male,,Unknown,Fled/Escaped,No,None,,,,
20040803ALHUB,17,Male,,Student,Fled/Apprehended,No,None,Attempted murder,,,
20040824TNHAM,16,Male,,Student,Unknown,No,None,,,,
20040830ILPRM,Adult,Male,Black,No Relation,Fled/Escaped,No,None,,,,
20040912LABON,34,Female,,Unknown,Unknown,No,None,,,,
20040915INWIG,16,Male,,Student,Fled/Apprehended,No,None,,,,
20041002NEJEG,20,Male,,No Relation,Fled/Apprehended,No,None,,,,
20041007MANEN,15,Male,,Student,Suicide,Yes,Suicide,,,,
20041012CALAS,25,Male,,No Relation,Apprehended/Killed by Other,Yes,Fatal,,,,
20041012CALAS,25,Male,,No Relation,Apprehended/Killed by Other,Yes,Fatal,,,,
20041015CABIB,19,Male,,Unknown,Fled/Apprehended,No,None,,,,
20041021MDTHB,16,Male,,Student,Fled/Apprehended,No,None,,,,Multiple criminal charges and on probation
20041022CATYH,,,,Unknown,Fled/Escaped,No,None,,,,
20041115ALPAB,20,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Attempted murder,,N/A,
20041115INBRG,22,Male,,Parent,Fled/Apprehended,No,None,,,,
20041115INBRG,22,Male,,Parent,Fled/Apprehended,No,None,,,,
20041116SCBAB,20,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
20041117FLAPA,14,Male,,Student,Apprehended/Killed by LE,No,None,,,,
20041119FLTEJ,Teen,Male,,Student,Surrendered,No,None,,,,
20041209WALAS,16,Male,,Student,Suicide,Yes,Suicide,,,,
20041213LALAL,,Male,,Unknown,Fled/Escaped,No,None,,,,
20041231TXRIR,38,Male,,Other Staff,Suicide,Yes,Suicide,,,,
20050105PAMUN,16,Male,,Unknown,Fled/Apprehended,No,None,,,,
20050126ILWOP,15,Male,,Student,Fled/Apprehended,No,None,,,,
20050204GAMCA,19,Male,,Relative,Unknown,No,None,,,,
20050208ILBOC,Teen,Male,,Student,Fled/Escaped,No,None,,,,
20050302TNSTD,14,Male,White,Student,Fled/Apprehended,No,None,,,,
20050309TNMAN,16,Male,,Former Student,Fled/Escaped,No,None,,,,
20050310TXZAD,,Male,,Unknown,Fled/Escaped,No,None,,,,
20050314OHLEC,7,Male,,Student,Surrendered,No,None,,,,
20050316PACAP,21,Male,,No Relation,Fled/Apprehended,No,None,Murder,,,
20050317CALOL,18,Male,Black,No Relation,Fled/Apprehended,No,None,Y,One count of murder and one count of attempted murder - sentenced to 82 years,No,
20050317LAOPA,,Male,,Student,Fled/Escaped,No,None,No suspect to charge.,,,
20050321MNRER,16,Male,Native American/Alaska Native,Former Student,Suicide,Yes,Suicide,,,,
20050321NYNEB,15,Male,,Student,Fled/Apprehended,No,Wounded,,,,
20050324TNFAM,17,Female,,Student,Unknown,No,Wounded,,,,
20050330TNEAM,17,Male,,Student,Fled/Apprehended,No,Wounded,,,,
20050407TXCAC,45,Male,White,Parent,Fled/Apprehended,No,None,,,,
20050427LALER,15,Male,,Student,Fled/Apprehended,No,None,,,,
20050429OHDAC,17,Male,,Unknown,Fled/Apprehended,No,None,,,,
20050514TXBER,17,Male,,Rival School Student,Fled/Apprehended,No,None,,,,
20050517PAHIL,47,Male,,Intimate Relationship,Suicide,Yes,Suicide,,,,
20050520ILLOM,19,Male,,Former Student,Unknown,No,None,Aggravated battery,,N/A,
20050524COACD,,,,Unknown,Fled/Escaped,No,None,,,,
20050524LABOS,16,Male,,Student,Fled/Apprehended,No,Wounded,,,,
20050608NYARP,17,Male,,Student,Fled/Apprehended,No,None,"charged with criminal possession of a weapon, felony attempted assault, two counts of felony assault and two misdemeanor charges for reckless endangerment",,,
20050612NJBAA,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20050718NJWEN,25,Male,,Relative,Fled/Apprehended,No,Wounded,,,,
20050816VICOE,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20050816VICOE,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20050817CAPLB,26,Male,,No Relation,Fled/Apprehended,No,None,,,,
20050819GAMOM,,Male,,Unknown,Fled/Escaped,No,None,,,,
20050825TNMAD,Teen,Male,,Student,Apprehended/Killed by LE,No,None,,,,
20050901AKDIA,15,Male,,Student,Fled/Apprehended,No,None,,,,
20050902FLSOJ,21,Male,,No Relation,Fled/Escaped,No,None,,,,
20050913ILHAC,15,Male,Black,Student,Apprehended/Killed by LE,No,None,,,,
20050924MISAS,,,,Unknown,Fled/Escaped,No,None,,,,
20051011MIFAF,17,Male,,Student,Surrendered,No,None,,,,
20051014NYSAN,Teen,Male,,Student,Fled/Escaped,No,None,,,,
20051019CASAS,17,Male,,Student,Fled/Apprehended,No,None,,,,
20051020MISAS,15,Male,,Student,Fled/Apprehended,No,None,,,,
20051027CABIF,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20051028MDANA,17,Male,,Student,Fled/Apprehended,No,None,,,,
20051028NYFAF,,Male,,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20051108TNCAJ,15,Male,White,Student,Subdued by Students/Staff/Other,No,None,1st degree murder (as adult); plea bargain of second-degree murder and 2 counts of attempted second-degree murder,"1 count second-degree murder, 2 counts second-degree murder; 45 years in prison, juvenile prison until 18; after many appeals Feb 2014 sentence commuted to 1 count of reckless homicide and not guilty of attempted second-degree murder, time served was coun",Yes,
20051115FLPAM,17,Female,,Student,Surrendered,No,None,,,,
20051116TXIRS,Adult,Male,,Police Officer/SRO,Law Enforcement,No,None,,N/A,,
20051205MABOR,17,Male,Black,Student,Surrendered,No,None,,,,
20051206CASAG,,Male,Hispanic,Unknown,Fled/Escaped,No,None,,,,
20051206MICED,,,,Nonstudent,Fled/Escaped,No,None,,,,
20060103NJLIJ,Teen,Male,,Student,Fled/Escaped,No,None,,,,
20060110DEMOW,Teen,Male,,Student,Fled/Escaped,No,None,,,,
20060111WIMAM,,,,Unknown,Fled/Escaped,No,None,,,,
20060113ALPIP,20,Male,,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,None,,,,
20060113FLMIL,15,Male,White,Student,Apprehended/Killed by LE,Yes,Fatal,,,,
20060113MIOSD,Teen,Male,,Student,Fled/Apprehended,No,None,,,,
20060118MTFRA,15,Female,,Student,Fled/Apprehended,No,None,Assault with a weapon,,No,
20060118TXPAA,Teen,Male,,Student,Surrendered,No,None,,,,
20060118VAINC,20,Male,,Nonstudent,Fled/Apprehended,No,None,,,,
20060119OHWIC,19,Male,,Nonstudent,Fled/Apprehended,No,None,,,,
20060119OHWIC,20,Male,,Nonstudent,Fled/Apprehended,No,None,,,,
20060123CAWIV,14,Male,,Student,Unknown,No,None,,,,
20060127TXLAG,16,Male,,Student,Unknown,No,None,,,,
20060130MTCMG,16,Male,,Student,Suicide,Yes,Suicide,,,,
20060203CALOC,9,Male,,Student,Unknown,No,None,,,,
20060209DEWIN,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
20060215PAWEY,Adult,Male,,Teacher,Suicide,Yes,Suicide,,,,
20060221PAWEP,23,Male,,No Relation,Fled/Apprehended,No,None,,,,
20060223ORROR,14,Male,White,Student,Fled/Apprehended,No,None,,,,
20060310NYISN,14,Male,,Student,Surrendered,No,None,,,,
20060310NYISN,16,Male,,Student,Surrendered,No,None,,,,
20060314NVPIR,14,Male,White,Student,Subdued by Students/Staff/Other,No,None,,,,
20060405DCROW,,,,Unknown,Fled/Escaped,No,None,,,,
20060418TXWEH,,Male,,No Relation,Fled/Escaped,No,None,,,,
20060424NCEAC,17,Male,,Student,Fled/Apprehended,No,None,,,,
20060505FLPAM,Teen,Male,,Student,Fled/Escaped,No,None,,,,
20060522SCBUI,19,Male,,Student,Apprehended/Killed by SRO,No,None,,,,
20060525PANON,18,Male,,Student,Surrendered,No,None,,,,
20060605CAVEL,,Male,Black,Unknown,Fled/Escaped,No,None,,,,
20060606INWIG,19,Male,,Relative,Fled/Apprehended,No,None,Reckless homicide and possession of firearm,,N/A,
20060615MIPED,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20060731FLYOT,54,Male,Hispanic,Intimate Relationship,Suicide,Yes,Suicide,,,,
20060815KYJTV,13,Male,,Student,Surrendered,No,None,,,,
20060817TXMEA,20,Male,Hispanic,No Relation,Fled/Apprehended,No,None,Murder,,N/A,
20060817TXMEA,17,Male,Hispanic,No Relation,Fled/Apprehended,No,None,Aggrevated Assault,,Yes,
20060819OHSOY,25,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
20060820GALYH,Teen,Male,,Unknown,Fled/Escaped,No,None,,,,
20060821INCAN,16,Male,,Student,Suicide,Yes,Suicide,,,,
20060824VTESE,26,Male,Black,Intimate Relationship,Fled/Apprehended,No,Wounded,,,,
20060829DCANW,16,Male,,Student,Fled/Apprehended,No,None,,,,
20060830NCORH,18,Male,Hispanic,Former Student,Surrendered,No,None,,,,
20060831ALOXO,21,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
20060905TNKIM,Adult,,,Parent,Fled/Escaped,No,None,,,,
20060908TXSOF,Adult,Male,,Police Officer/SRO,Law Enforcement,No,None,,N/A,,
20060913MOWEC,17,Male,,Student,Apprehended/Killed by LE,No,Wounded,,,No,
20060921DCCAW,17,Male,,Student,Fled/Apprehended,No,None,,,,
20060927COPLB,53,Male,White,Unknown,Suicide,Yes,Suicide,,,,
20060929WIWEC,15,Male,White,Student,Subdued by Students/Staff/Other,No,None,,First degree intentional homicide,Yes,
20061002PAWEN,32,Male,White,No Relation,Suicide,Yes,Suicide,,,,
20061009MOMEJ,13,Male,White,Student,Surrendered,No,None,,,,
20061010NYPOP,Teen,Male,,Student,Fled/Apprehended,No,None,,,,
20061012MDGRB,8,Male,,Student,Unknown,No,None,,,,
20061017TXSEK,16,Female,,Student,Suicide,Yes,Suicide,,,,
20061031TNHAK,39,Male,,No Relation,Fled/Apprehended,No,None,,,,
20061111CALIO,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
20061122GASAA,,Male,,Unknown,Fled/Escaped,No,None,,,,
20061201NCJOT,20,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
20061207NENOO,17,Male,,Student,Fled/Apprehended,No,None,,,,
20061211ILCLC,17,Male,,Student,Fled/Apprehended,No,None,,,,
20061212PASPS,16,Male,,Student,Suicide,Yes,Suicide,,,,
20061213PABAB,Teen,Male,,Student,Unknown,No,None,Shooter was suspended for 10 days and could face expulsion and/or criminal charges,,,
20061214PAMCC,17,Male,White,Student,Suicide,Yes,Suicide,,,,
20070102NCWEF,14,Male,,Student,Fled/Apprehended,No,None,,,,
20070103WAHET,18,Male,Asian,Student,Surrendered,No,None,,,,
20070104MINOD,,Male,,Unknown,Fled/Escaped,No,None,,,,
20070108OHROC,16,Male,,Student,Fled/Apprehended,No,None,,,,
20070109CAGRV,,Male,,Unknown,Fled/Escaped,No,None,,,,
20070109NVWEL,Adult,Male,,No Relation,Fled/Apprehended,No,None,,,,
20070118PAWIP,Teen,Male,,Student,Fled/Escaped,No,None,,,,
20070124TNHAS,17,Male,,Student,Attempted Suicide,No,Wounded,,,,
20070131ILHIC,,Male,,Nonstudent,Fled/Escaped,No,None,,,,
20070207FLPAJ,16,Male,,Student,Fled/Apprehended,No,None,,,,
20070208ORCRP,18,Male,,Student,Suicide,Yes,Suicide,,,,
20070208TXSTP,Teen,Male,,Student,Unknown,No,None,,,,
20070226CASLA,12,Male,,Student,Unknown,No,None,,,,
20070227GACLA,10,Male,,Student,Unknown,No,None,,,,
20070307CACEC,,Male,,No Relation,Fled/Escaped,No,None,,,,
20070307MIHEM,17,Male,,Intimate Relationship,Suicide,Yes,Suicide,,,,
20070307TXGRG,16,Male,,Student,Suicide,Yes,Suicide,,,,
20070308TNEAC,62,Male,,Other Staff,Suicide,No,Wounded,,,,
20070323FLUNO,10,Male,,Student,Unknown,No,None,Two students charged with bringing a weapon to school and battery,,,
20070327CTSAH,,Male,,Unknown,Fled/Escaped,No,None,,,,
20070329SCMYM,18,Male,,Student,Surrendered,No,Wounded,,,,
20070410ILCHC,15,Male,,Student,Fled/Apprehended,No,None,,,,
