incidentid,race,injury,gender,schoolaffiliation,age
19990420COCOL,,Wounded,Male,Student,17
19990420COCOL,,Wounded,Female,Student,17
19990420COCOL,White,Fatal,Male,Student,14
19990420COCOL,,Wounded,,Student,18
19990420COCOL,,Wounded,Male,Student,15
19990420COCOL,,Wounded,Male,Student,16
19990420COCOL,,Wounded,,Student,17
19990420COCOL,,Wounded,,Student,Teen
19990420COCOL,,Wounded,,Teacher,45
19990420COCOL,,Wounded,Male,Student,15
19990420COCOL,,Wounded,,Student,17
19990420COCOL,,Wounded,,Student,16
19990420COCOL,,Wounded,,Student,18
19990420COCOL,White,Fatal,Female,Student,17
19990420COCOL,,Wounded,,Student,16
19990420COCOL,,Wounded,,Student,17
19990420COCOL,,Wounded,Female,Teacher,35
19990420COCOL,,Wounded,,Student,16
19990420COCOL,,Wounded,,Student,18
19990420COCOL,,Wounded,,Student,17
19990420COCOL,,Wounded,,Student,Teen
19990420COCOL,,Wounded,,Student,Teen
19990420COCOL,White,Fatal,Male,Student,15
19990420COCOL,Black,Fatal,Male,Student,18
19990420COCOL,White,Fatal,Male,Student,16
19990420COCOL,White,Fatal,Female,Student,16
19990420COCOL,White,Fatal,Male,Student,17
19990420COCOL,White,Fatal,Male,Student,15
19990422GAMAA,Black,Fatal,Male,Student,13
19990422LASCB,,Wounded,Female,Student,14
19990520GAHEC,,Wounded,,Student,16
19990520GAHEC,,Wounded,,Student,17
19990520GAHEC,,Wounded,Female,Student,15
19990520GAHEC,,Wounded,,Student,18
19990520GAHEC,,Wounded,,Student,15
19990520GAHEC,,Wounded,,Student,18
19990825GAJAM,,None,Female,Student,16
19990909CASAS,,None,Male,Student,16
19990927FLEGT,,Wounded,Female,Student,10
19991004SDJOP,,Wounded,Male,Principal/Vice-Principal,61
19991011NVCLL,,Wounded,Male,Student,16
19991011NVCLL,,Wounded,Male,Student,15
19991021CASAP,,Wounded,Male,Student,17
19991026PAMAP,,Fatal,Male,Student,16
19991026WVGUB,,Fatal,Male,Other Staff,57
19991117TXDID,,Wounded,Male,Student,15
19991119NMDED,,Fatal,Male,Student,13
19991206OKFOF,,Wounded,,Student,12
19991206OKFOF,,Wounded,,Student,13
19991206OKFOF,,Wounded,,Student,13
19991206OKFOF,,Wounded,,Student,13
19991206OKFOF,,Wounded,,Student,Teen
20000110AKBAA,,None,Male,Student,16
20000113NMALA,,None,,,
20000119FLRIN,,Fatal,Male,Student,16
20000120NCERA,,None,,,
20000126CAALM,,None,Male,No Relation,17
20000126NESOO,,Wounded,Female,Student,16
20000210PAPEY,,None,Male,Student,14
20000214ILDUC,,Wounded,Male,Student,11
20000229MIBUF,,Fatal,Female,Student,6
20000310GABES,,Fatal,Female,Student,19
20000310GABES,,Fatal,Male,Student,16
20000310GABES,,Wounded,Male,Student,16
20000323OHMCL,,None,,,
20000406OKHUH,,Wounded,Female,Parent,33
20000410AZLAT,,None,Female,Teacher,35
20000502COTHD,,None,Male,Student,16
20000510AZCAS,,Fatal,Female,Teacher,36
20000526FLLAL,Hispanic,Fatal,Male,Teacher,35
20000717WADIR,,None,,,
20000726OHTIC,,Fatal,Male,Student,17
20000905OHBIB,,Fatal,Female,Other Staff,52
20000907ILLOR,Black,Fatal,Male,No Relation,19
20000918OHMOM,,None,,,
20000926LACAN,,Wounded,Male,Student,15
20000926LACAN,,Wounded,Male,Student,13
20001005MNMIM,,Wounded,Male,No Relation,22
20001005MNMIM,,Wounded,Male,No Relation,17
20001024AZPIG,,None,,,
20001101TXNEC,,None,,,
20001201CAGRL,,None,Male,Student,17
20001201CAJUS,,None,Male,Student,15
20001207CARIR,,Fatal,Male,Student,16
20001221FLNOM,,Fatal,Male,No Relation,32
20010103CABAS,,None,Male,Student,15
20010110CAHUO,,None,Female,Student,17
20010117MDLAB,,Fatal,Male,Student,17
20010202MIOSD,,Wounded,,Student,Teen
20010202MIOSD,,Wounded,,Student,Teen
20010202MIOSD,,Wounded,,Teacher,Adult
20010302CAHOS,,None,Male,Student,18
20010305CASAS,,Fatal,Male,Student,14
20010305CASAS,,Wounded,Female,Student,Teen
20010305CASAS,,Wounded,Male,Student,Teen
20010305CASAS,,Wounded,Male,Student,Teen
20010305CASAS,,Wounded,Male,Student,18
20010305CASAS,,Wounded,Female,Teacher,33
20010305CASAS,,Wounded,Male,Other Staff,22
20010305CASAS,,Fatal,Male,Student,15
20010305CASAS,,Wounded,Male,Student,16
20010305CASAS,,Wounded,Male,Student,18
20010305CASAS,,Wounded,Male,Student,19
20010305CASAS,,Wounded,Male,Student,16
20010305CASAS,,Wounded,Male,Student,17
20010305CASAS,,Wounded,Female,Student,16
20010305CASAS,,Wounded,Female,Student,15
20010306MDLAL,,Wounded,Male,Student,17
20010307PABIW,White,Wounded,Female,Student,13
20010307WAKEC,,None,,,
20010322CAGRE,,Wounded,Male,Student,15
20010322CAGRE,,Wounded,Male,Student,17
20010322CAGRE,,Wounded,Female,Student,15
20010322CAGRE,,Wounded,Female,Teacher,53
20010322CAGRE,,Wounded,Female,Teacher,47
20010330INLEG,,Fatal,Male,Student,16
20010402TXKLH,,None,Female,Student,13
20010410WAWAM,,None,,,
20010420LAMOM,,None,,,
20010425OHJOC,,Fatal,Male,Other Staff,33
20010515TXENE,,None,Male,Student,16
20010607TXOUA,,Fatal,Male,No Relation,27
20010730CABEL,,Wounded,Male,No Relation,33
20010912KYLAC,White,Fatal,Female,Parent,29
20010921MDLAB,,Wounded,Male,Student,17
20011012UTTAT,,None,Male,Student,17
20011026CARER,,Wounded,Male,Student,16
20011026MIBES,,Wounded,Male,Student,17
20011112MICAC,,None,Male,Student,17
20011130TXFRF,,None,,,
20020111MSRAJ,,None,,,
20020115NYMAN,,Wounded,Male,Student,17
20020115NYMAN,,Wounded,Male,Student,16
20020124PAOLO,,None,,,
20020201TXBRB,,Wounded,Female,Intimate Relationship,34
20020201TXBRB,,Wounded,Male,Other Staff,43
20020206CAGAL,,Wounded,Female,Student,16
20020206CAGAL,,Wounded,Male,Student,19
20020207ILROC,,Wounded,Male,Student,Teen
20020207ILROC,,Wounded,Male,Student,Teen
20020207ILROC,,Wounded,Female,Student,Teen
20020322CAJOC,,None,Female,Teacher,Adult
20020406MDLEB,Black,Fatal,Male,No Relation,14
20020426LAABN,,Fatal,Male,Security Guard,54
20021004MTCMG,,None,Male,Student,Teen
20021004TXPAS,,None,Female,Student,13
20021007MDBEB,,Wounded,Male,Student,13
20021029NJLIJ,,Wounded,Male,Student,15
20021107MOSTL,,Wounded,Female,Parent,Adult
20021107MOSTL,,Fatal,Male,Student,9
20021115CAAML,,Wounded,Male,Student,12
20021115CAAML,,Wounded,Male,No Relation,21
20021115TXSCS,,None,,,
20021202MIOSD,,None,Male,Student,15
20021212WAWIC,,Minor Injuries,Male,Student,Teen
20021212WAWIC,,Minor Injuries,Female,Student,Teen
20021216ILENC,,Fatal,Male,Student,18
20021216ILENC,,Wounded,Female,Student,17
20030121KYWEO,,None,Male,Student,Child
20030130OKJEJ,,None,,,
20030205CORAW,,None,Male,Student,14
20030318IACLG,,None,Male,Student,17
20030321MSNOM,,None,Male,Student,15
20030330CAROW,Hispanic,Fatal,Male,No Relation,30
20030401DCCAW,,Wounded,Male,Student,16
20030414LAFAS,,Wounded,Male,Student,18
20030414LAJON,,Fatal,Male,Student,18
20030414LAJON,,Wounded,Female,Student,16
20030414LAJON,,Wounded,Male,Student,18
20030414LAJON,,Wounded,Male,Student,15
20030414LAJON,,Wounded,Male,Student,18
20030416TXGRA,,None,Female,Student,12
20030424PARER,,Fatal,Male,Principal/Vice-Principal,Adult
20030513PAFOJ,,None,Male,Student,18
20030604PAROW,,None,Male,Student,12
20030910MSVIV,,Fatal,Male,,20
20030917MACHB,,Wounded,Male,Student,15
20030917MACHB,,Wounded,Male,Police Officer/SRO,Adult
20030917MDOKE,,None,,,
20030922WALES,,Wounded,Male,Student,17
20030924MNROC,,Fatal,Male,Student,14
20030924MNROC,,Fatal,Male,Student,17
20030925NCBUL,,None,,,
20031001CARIS,,Wounded,Male,Principal/Vice-Principal,Adult
20031007OHKEA,,Wounded,Male,Student,17
20031029LAMAM,,None,Male,Student,12
20031030DCANW,,Fatal,Male,Student,16
20031030DCANW,,Wounded,Female,Student,15
20031108TXHIS,,Fatal,Female,Student,17
20031113NCEAC,,Wounded,Male,Student,Teen
20031113NCEAC,,Wounded,Male,Student,Teen
20031202ILFEC,,None,Male,Unknown,18
20031204OKDOO,,Wounded,Female,Student,17
20031205ILCAC,,Wounded,Male,Other Staff,33
20031217MDOLM,,None,,,
20031222NJCOW,,Wounded,Male,Student,18
20031229FLABE,,Wounded,Male,No Relation,16
20031229FLABE,,Fatal,Male,No Relation,19
20040115CAPOP,,Wounded,Female,Student,16
20040121NVFAH,,Fatal,Male,Intimate Relationship,Adult
20040202DCBAW,,Fatal,Male,Student,17
20040203TXYOH,,None,Male,Student,12
20040206LAFAS,,None,,,
20040209NYCOE,,Wounded,Male,Teacher,Adult
20040211PATMP,,Fatal,Male,Student,10
20040211PATMP,,Wounded,Female,Teacher,Adult
20040213OHCOD,,Wounded,Male,Student,17
20040220LAGAS,,Fatal,Female,Teacher,19
20040305CASAL,,Wounded,Male,Student,17
20040305CASAL,,Wounded,Female,Student,16
20040317WACRJ,,None,Male,Student,13
20040504TXKAH,,None,,,
20040507MDRAR,,Wounded,Male,Student,17
20040507MDRAR,,Wounded,Male,Student,17
20040507MDRAR,,Wounded,Male,Student,16
20040507MDRAR,,Wounded,Male,Student,16
20040512CAEAM,,Wounded,Male,Student,19
20040512CAEAM,,Wounded,Female,Student,17
20040524UTWES,,Fatal,Female,Other Staff,39
20040609CACAO,,Wounded,Male,Student,15
20040609CACAO,,Wounded,Male,Student,15
20040803ALHUB,,Wounded,Male,Student,16
20040824TNHAM,,None,Male,Student,17
20040830ILPRM,,Fatal,Male,Relative,22
20040912LABON,,Wounded,Male,Student,16
20040915INWIG,,None,,,
20041002NEJEG,,Wounded,Female,No Relation,21
20041007MANEN,,None,Male,Student,15
20041012CALAS,,None,Male,No Relation,25
20041015CABIB,,Wounded,Male,Student,17
20041021MDTHB,,Wounded,Male,Student,19
20041021MDTHB,,Wounded,Male,Student,15
20041022CATYH,,Fatal,Male,No Relation,32
20041115ALPAB,,Wounded,Male,Unknown,20
20041115INBRG,,Wounded,Male,Parent,28
20041116SCBAB,,Wounded,Male,Unknown,19
20041117FLAPA,,None,,,
20041119FLTEJ,,Wounded,Male,Student,Teen
20041209WALAS,,None,Male,Student,16
20041213LALAL,,Wounded,Male,Student,18
20041231TXRIR,,Wounded,Female,Other Staff,38
20050105PAMUN,,Fatal,Male,Student,18
20050126ILWOP,,None,Unknown,Student,Teen
20050204GAMCA,,Wounded,Female,Student,15
20050208ILBOC,,Wounded,Female,Student,18
20050302TNSTD,,Fatal,Female,Bus Driver,47
20050309TNMAN,,Wounded,Male,Student,19
20050310TXZAD,,Wounded,Male,No Relation,Adult
20050314OHLEC,,Wounded,Male,Student,7
20050316PACAP,,Fatal,Male,Student,16
20050316PACAP,,Wounded,Male,Student,17
20050316PACAP,,Wounded,Male,Student,16
20050317CALOL,,Fatal,Female,Student,15
20050317LAOPA,,Wounded,Male,Student,16
20050321MNRER,,Fatal,Male,Security Guard,28
20050321MNRER,,Wounded,Unknown,Student,16
20050321MNRER,,Wounded,Unknown,Student,15
20050321MNRER,,Wounded,Unknown,Student,15
20050321MNRER,,Wounded,Unknown,Student,15
20050321MNRER,,Fatal,Female,Student,15
20050321MNRER,,Fatal,Female,Student,15
20050321MNRER,,Fatal,Male,Student,15
20050321MNRER,,Fatal,Female,Teacher,62
20050321MNRER,,Fatal,Male,Student,15
20050321MNRER,,Fatal,Male,Student,16
20050321MNRER,,Fatal,Female,Student,14
20050321MNRER,,Wounded,Unknown,Student,15
20050321NYNEB,,None,Male,Student,Teen
20050324TNFAM,,None,Female,Student,17
20050330TNEAM,,None,Male,Student,17
20050407TXCAC,White,Wounded,Male,Other Staff,37
20050427LALER,,None,,,
20050429OHDAC,,Wounded,Female,Other Staff,Adult
20050514TXBER,,Wounded,Male,Student,18
20050517PAHIL,,Fatal,Female,Parent,32
20050520ILLOM,,Wounded,Male,Student,Teen
20050520ILLOM,,Wounded,Male,Student,Teen
20050524COACD,,Wounded,Female,Teacher,Adult
20050524COACD,,Wounded,Female,Teacher,Adult
20050524LABOS,,None,Male,Student,16
20050608NYARP,,Wounded,Unknown,Student,Teen
20050608NYARP,,Wounded,Unknown,Student,Teen
20050612NJBAA,,Wounded,Male,No Relation,24
20050612NJBAA,,Wounded,Male,No Relation,20
20050612NJBAA,,Wounded,Male,No Relation,21
20050718NJWEN,,Fatal,Male,Police Officer/SRO,23
20050718NJWEN,,Fatal,Male,Police Officer/SRO,32
20050816VICOE,,Wounded,Male,Other Staff,Adult
20050817CAPLB,,Fatal,Male,No Relation,15
20050819GAMOM,,Wounded,Male,Student,18
20050819GAMOM,,Wounded,Male,Nonstudent,21
20050825TNMAD,,Wounded,Male,Student,12
20050901AKDIA,,None,Male,Student,Teen
20050901AKDIA,,None,Male,Student,Teen
20050902FLSOJ,,Wounded,Male,Student,17
20050913ILHAC,,Wounded,Male,Student,15
20050924MISAS,,Wounded,Male,Student,15
20050924MISAS,,Wounded,Female,Student,14
20051011MIFAF,,None,,,
20051014NYSAN,,Wounded,Male,Student,16
20051019CASAS,,Wounded,Male,Student,16
20051020MISAS,,Wounded,Male,Student,15
20051027CABIF,,Fatal,Male,Parent,37
20051028MDANA,,Wounded,Female,Student,17
20051028NYFAF,,None,Male,Security Guard,Adult
20051108TNCAJ,,Wounded,Male,Principal/Vice-Principal,Adult
20051108TNCAJ,,Wounded,Male,Principal/Vice-Principal,Adult
20051108TNCAJ,,Fatal,Male,Principal/Vice-Principal,Adult
20051115FLPAM,,Wounded,Female,Student,17
20051116TXIRS,,Fatal,Male,No Relation,Adult
20051205MABOR,,None,,,
20051206CASAG,,Fatal,Male,Student,16
20051206MICED,,Wounded,Male,Nonstudent,
20060103NJLIJ,,Wounded,Male,Student,Teen
20060103NJLIJ,,Wounded,Female,Student,Teen
20060110DEMOW,,Wounded,Male,Student,16
20060111WIMAM,,Wounded,Female,Student,9
20060113ALPIP,,Wounded,Male,Student,17
20060113FLMIL,,None,Male,Student,15
20060113MIOSD,,None,Unknown,Principal/Vice-Principal,Adult
20060118MTFRA,,Wounded,Male,Student,Teen
20060118TXPAA,,Wounded,Male,Student,12
20060118VAINC,,None,Unknown,Student,Teen
20060119OHWIC,,Wounded,Male,No Relation,17
20060119OHWIC,,Wounded,Male,No Relation,20
20060123CAWIV,,Wounded,Female,Student,15
20060127TXLAG,,Wounded,Female,Student,Teen
20060127TXLAG,,Wounded,Female,Student,Teen
20060130MTCMG,,None,Male,Student,16
20060203CALOC,,Wounded,Male,Student,10
20060209DEWIN,,Wounded,Male,Student,18
20060215PAWEY,,None,Male,Teacher,Adult
20060221PAWEP,,Wounded,Male,Student,16
20060223ORROR,,Wounded,Male,Student,14
20060310NYISN,,Wounded,Male,Student,Teen
20060310NYISN,,Wounded,Male,Student,Teen
20060314NVPIR,,Wounded,Male,Student,Teen
20060314NVPIR,,Wounded,Male,Student,Teen
20060405DCROW,,Wounded,Male,Student,19
20060405DCROW,,Wounded,Female,Student,18
20060418TXWEH,,Wounded,Unknown,Student,Teen
20060418TXWEH,,Wounded,Unknown,Student,Teen
20060424NCEAC,,None,,,
20060505FLPAM,,Fatal,Male,Student,19
20060522SCBUI,,None,,,
20060525PANON,,None,,,
20060605CAVEL,,Fatal,Male,Student,17
20060606INWIG,,Fatal,Male,Relative,21
20060615MIPED,,Wounded,Male,Student,16
20060731FLYOT,,Fatal,Female,Parent,38
20060815KYJTV,,None,,,
20060817TXMEA,,Fatal,Male,Relative,21
20060819OHSOY,,Fatal,Male,Parent,31
20060820GALYH,,Wounded,Male,No Relation,18
20060820GALYH,,Wounded,Male,No Relation,17
20060821INCAN,White,None,Male,Student,16
20060824VTESE,,Fatal,Female,Teacher,Adult
20060829DCANW,,None,,,
20060830NCORH,,Wounded,Male,Student,Teen
20060830NCORH,,Wounded,Female,Student,Teen
20060831ALOXO,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,21
20060905TNKIM,,Wounded,Male,Student,Teen
20060908TXSOF,,Wounded,Male,Student,15
20060913MOWEC,,None,Male,Student,17
20060921DCCAW,,Wounded,Male,Student,16
20060927COPLB,White,Fatal,Female,Student,16
20060929WIWEC,,Fatal,Male,Principal/Vice-Principal,Adult
20061002PAWEN,,Fatal,Female,Student,7
20061002PAWEN,,Wounded,Female,Student,Child
20061002PAWEN,,Fatal,Female,Student,13
20061002PAWEN,,Fatal,Female,Student,8
20061002PAWEN,,Fatal,Female,Student,7
20061002PAWEN,,Fatal,Female,Student,12
20061002PAWEN,,Wounded,Female,Student,Child
20061002PAWEN,,Wounded,Female,Student,Child
20061002PAWEN,,Wounded,Female,Student,Child
20061002PAWEN,,Wounded,Female,Student,Child
20061009MOMEJ,,None,,,
20061010NYPOP,,Wounded,Male,Student,12
20061010NYPOP,,Wounded,Male,Student,12
20061012MDGRB,,None,,,
20061017TXSEK,,None,Male,Student,16
20061031TNHAK,,Fatal,Male,Security Guard,39
20061111CALIO,,Fatal,Male,No Relation,23
20061111CALIO,,Wounded,Male,No Relation,20
20061122GASAA,,Fatal,Male,Student,14
20061201NCJOT,,Fatal,Male,Former Student,23
20061207NENOO,,Wounded,Male,Student,17
20061211ILCLC,,Wounded,Male,Police Officer/SRO,36
20061212PASPS,,None,Male,Student,16
20061213PABAB,,Wounded,Female,Student,Teen
20061214PAMCC,,None,Male,Student,17
20070102NCWEF,Black,None,Male,Student,17
20070103WAHET,,Fatal,Male,Student,17
20070104MINOD,,Wounded,Female,Student,14
20070108OHROC,,None,Unknown,Principal/Vice-Principal,Adult
20070109CAGRV,,Wounded,Male,Student,16
20070109CAGRV,,Wounded,Male,Student,17
20070109NVWEL,,Wounded,Male,Student,Teen
20070109NVWEL,,Wounded,Female,Student,Teen
20070118PAWIP,,Wounded,Male,Student,17
20070124TNHAS,,None,Male,Student,17
20070131ILHIC,,Wounded,Male,Student,15
20070207FLPAJ,,None,Unknown,Police Officer/SRO,Adult
20070208ORCRP,,None,Male,Student,18
20070208TXSTP,,Minor Injuries,Male,Student,Teen
20070226CASLA,,Wounded,Male,Student,12
20070226CASLA,,Wounded,Male,Student,12
20070227GACLA,,Wounded,Male,Student,10
20070307CACEC,,Wounded,Male,Student,Teen
20070307MIHEM,,Wounded,Female,Student,17
20070307TXGRG,,None,Male,Student,16
20070308TNEAC,,None,Male,Former Teacher,62
20070323FLUNO,,Wounded,Male,Student,8
20070327CTSAH,,Wounded,Male,No Relation,16
20070329SCMYM,,None,Male,Student,18
20070410ILCHC,,Wounded,Male,Student,15
20070410ORSPG,,Wounded,Unknown,Student,Teen
20070410ORSPG,,Wounded,Unknown,Student,Teen
20070410ORSPG,,Wounded,Unknown,Student,Teen
20070410ORSPG,,Wounded,Unknown,Student,Teen
20070410ORSPG,,Wounded,Unknown,Student,Teen
20070410ORSPG,,Wounded,Unknown,Student,Teen
20070410ORSPG,,Wounded,Unknown,Student,Teen
20070410ORSPG,,Wounded,Unknown,Student,Teen
20070410ORSPG,,Wounded,Unknown,Student,Teen
20070410ORSPG,,Wounded,Unknown,Student,Teen
20070418NCNOH,,None,,,
20070503OHGED,,Wounded,Female,Bus Driver,Adult
20070504TXTIE,,None,Female,Student,15
20070510MIHED,,Wounded,Male,Student,17
20070510MIHED,,Wounded,Male,Student,17
20070512TXWEM,,Wounded,Male,Student,18
20070515TXLIL,,None,,,
20070523RIOAC,,Wounded,Male,Student,13
20070530NCVAG,,Wounded,Unknown,Parent,Adult
20070531NCNOG,,Minor Injuries,Unknown,Student,Child
20070531NCNOG,,Minor Injuries,Unknown,Student,Child
20070531NCNOG,,Minor Injuries,Unknown,Student,Child
20070617SCBRB,,Wounded,Male,Nonstudent,22
20070628TXDAD,,Wounded,Male,Student,Teen
20070628TXDAD,,Wounded,Male,Student,Teen
20070709ILCAC,,Wounded,Male,No Relation,14
20070709ILCAC,,Wounded,Male,No Relation,15
20070804NJMON,,Fatal,Male,No Relation,18
20070804NJMON,,Fatal,Male,No Relation,28
20070804NJMON,,Fatal,Male,No Relation,17
20070804NJMON,,Wounded,Male,No Relation,15
20070928CALAO,,None,,,
20070930AZSSP,,Wounded,Male,,
20070930AZSSP,,Wounded,Female,,
20071001CTPLM,,Wounded,Male,Student,16
20071010OHSUC,,Wounded,Male,Teacher,57
20071010OHSUC,,Wounded,Male,Teacher,42
20071010OHSUC,,Wounded,Male,Student,15
20071010OHSUC,,Wounded,Female,Student,15
20071024TNMAM,,Wounded,Male,Student,16
20071105LAJOR,,None,Male,Student,13
20071126NYHOH,,None,,,
20071221CABAU,Black,Fatal,Male,Student,14
20080204TNHAM,,Wounded,Male,Student,Teen
20080211TNMIM,,Wounded,Male,Student,19
20080214CAEOO,null,Fatal,Male,Student,14
20080306ALDAM,,None,Male,Student,18
20080416CAROF,Hispanic,Fatal,Male,Student,17
20080516LAMAT,,None,Male,Student,14
20080811WAWAK,,None,Male,Student,Child
20080814WALAF,,Fatal,Male,,26
20080821TNCEK,,Fatal,Male,Student,15
20080902OHSOW,,None,,,
20080915CAMIS,,None,Male,Student,17
20080919CAGEA,,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,12
20080919CAGEA,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19
20081016MIHED,,Fatal,Male,Student,16
20081016MIHED,,Wounded,Female,Student,15
20081016MIHED,,Wounded,Male,Student,16
20081016MIHED,,Wounded,Male,Former Student,16
20081020CAVAA,White,None,Male,Student,14
20081023ALPRP,,Wounded,Female,Parent,43
20081029CAELG,,Wounded,Female,Teacher,Adult
20081031MESTS,,None,,,
20081103CABEB,,Fatal,Male,,18
20081103CAELO,,None,,,
20081112FLDIF,,Fatal,Female,Student,15
20081115COTHL,,Fatal,Male,No Relation,23
20081115UTDES,,Fatal,Male,Student,15
20081118CACEC,,Wounded,Male,Student,19
20081118CACOO,,None,,,
20081125TXNOH,,Wounded,Male,,
20081130CAOAG,,Wounded,Male,No Relation,19
20081202CAKIK,,Wounded,Male,Student,15
20081202CAKIK,,Fatal,Female,Relative,11
20081205MNSHF,,None,Male,Teacher,34
20081212NCGUA,,Fatal,Male,No Relation,16
20081212NYWIM,,Wounded,Male,Student,14
20081221SCSUS,,Wounded,Male,Student,17
20081222FLLAL,White,None,Female,Teacher,47
20081227PAWIP,,Wounded,Male,Nonstudent,27
20081227PAWIP,,Wounded,Female,Nonstudent,31
20081231GASHS,,Wounded,Unknown,Other Staff,Adult
20081231OKKEN,,None,Male,Nonstudent,68
20090108DEWIN,,Wounded,Male,Student,18
20090108DEWIN,,Wounded,Female,Police Officer/SRO,Adult
20090109ILDUC,,Wounded,Male,Gang Member,Teen
20090109ILDUC,,Wounded,Male,Gang Member,Teen
20090109ILDUC,,Wounded,Male,Gang Member,Teen
20090109ILDUC,,Wounded,Male,Gang Member,Teen
20090109ILDUC,,Wounded,Male,Gang Member,Teen
20090114ILPEC,,Wounded,Male,Student,Teen
20090114ILPEC,,Wounded,Male,Student,Teen
20090114ILPEC,,Wounded,Male,Student,Teen
20090120ILCOC,Black,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16
20090120MIBEM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19
20090120MIBEM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19
20090120MIBEM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16
20090120MIBEM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20
20090120PAEAE,,Wounded,Female,Nonstudent,21
20090123ILCAC,Black,Fatal,Male,Former Student,17
20090127NCCLC,,None,,,
20090210CABAE,,None,,,
20090211NCSCZ,White,Wounded,Male,Student,14
20090217MICED,,Wounded,Male,Relative,19
20090220CAJOH,,None,Male,Nonstudent,29
20090220CAJOH,,None,Male,Nonstudent,5
20090223CTBRN,,None,Male,No Relation,19
20090302SDROS,,None,Male,Student,8
20090306NCWEF,,Wounded,Male,Student,15
20090310FLRIJ,,None,,,
20090311TXCYH,,None,,,
20090413CALOL,,Wounded,Male,Student,16
20090501WISHS,,None,Male,Student,17
20090505NYCAC,White,None,Male,Student,17
20090518LALAL,,None,Male,Student,15
20090615CAINS,,Wounded,Female,Student,15
20090615CAINS,,Wounded,Male,Student,Teen
20090615CAINS,,Wounded,Male,Student,Teen
20090624IAAPP,White,Fatal,Male,Other Staff,58
20090827NCWEF,,None,Male,Nonstudent,22
20090908CTSTS,,None,,,
20090916VAVIG,,None,Unknown,Student,
20090916VAVIG,,None,Unknown,Student,
20091008NYMAM,,Wounded,Female,Student,18
20091016SCCAC,,Fatal,Male,Student,Teen
20091030CAWIL,,Fatal,Female,Student,16
20091030CAWIL,,Wounded,Male,Student,18
20091030CAWIL,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20
20091106PAHAW,,Wounded,Male,Student,17
20091211LABOS,,Wounded,Female,Student,18
20100120ALLIL,,Wounded,Female,Teacher,32
20100205ALDIM,,Fatal,Male,Student,14
20100210TNINK,,Wounded,Male,Principal/Vice-Principal,Adult
20100210TNINK,,Wounded,Female,Principal/Vice-Principal,Adult
20100223CODEL,,Wounded,Male,Student,Teen
20100223CODEL,,Wounded,Female,Student,Teen
20100226WABIT,White,Fatal,Female,Teacher,30
20100428VAWOP,,None,,,
20100518CASOS,,Wounded,Male,Student,15
20100830TNSUB,White,Fatal,Male,No Relation,62
20100908MIMUD,,Wounded,Male,Student,16
20100908MIMUD,,Wounded,Female,Student,14
20100921SCSOC,,Wounded,Male,Police Officer/SRO,Adult
20101001CAALS,,Fatal,Male,Student,15
20101008CAKEC,,Wounded,Female,Student,6
20101008CAKEC,,Wounded,Female,Student,7
20101023KSTOT,,Fatal,Male,No Relation,20
20101023KSTOT,,Wounded,Male,,17
20101129WIMAM,White,None,Male,Student,15
20101206COAUA,Hispanic,Wounded,Female,Student,17
20110104INCRC,,None,,,
20110105NEMIO,,Fatal,Male,Principal/Vice-Principal,Adult
20110105NEMIO,,Wounded,Female,Principal/Vice-Principal,Adult
20110118CAGAL,,Wounded,Male,Student,15
20110118CAGAL,,Wounded,Female,Student,15
20110202CALOP,White,Fatal,Male,Principal/Vice-Principal,50
20110325INMAM,White,Wounded,Male,Student,15
20110330TXWOH,,Fatal,Male,Student,
20110330TXWOH,,Wounded,Male,Student,Teen
20110330TXWOH,,Wounded,Male,Student,
20110330TXWOH,,Wounded,Male,Student,
20110330TXWOH,,Wounded,Male,,
20110330TXWOH,,Wounded,Male,,
20110413FLSHA,,Wounded,Male,No Relation,17
20110419TXBEH,,Wounded,Female,Student,6
20110419TXBEH,,Wounded,Male,Student,6
20110419TXBEH,,Wounded,Male,Student,5
20110517WAHOE,,Wounded,Male,Unknown,17
20110523HIHIP,,Wounded,Male,Student,14
20110923WAISS,,None,Male,No Relation,51
20110930NCGAC,,Wounded,Male,Former Student,17
20110930ORWIP,,None,,,
20111024NCCAF,White,Wounded,Female,Student,15
20111212TXHAE,White,Wounded,Male,Student,13
20111212TXHAE,White,Wounded,Male,Student,14
20111228MINOF,,Wounded,Male,Unknown,
20120104TXCUB,,None,Male,Student,Child
20120110TXNOH,Black,Wounded,Male,Student,16
20120210NHWAW,White,None,Male,Student,14
20120222WAARB,Hispanic,Wounded,Female,Student,8
20120227OHCHC,,Fatal,Male,Student,16
20120227OHCHC,,Fatal,Male,Student,16
20120227OHCHC,,Fatal,Male,Student,Teen
20120227OHCHC,,Wounded,Male,Student,17
20120227OHCHC,,Wounded,Male,Student,18
